title,category,multiclass,content
11 nadale sa karambola ng 6 sasakyan,D,1,labing katao sugatan magkarambola sasakyan matapos mawalan preno pampasaherong bus lungsod quezon kahapon madaling-araw ganap alas-dos madaling-araw maganap insidente kahabaan tandang sora commonwealth avenue nasabing lungsod kabilang sasak yang nagkarambola pampasaherong bus mayamy trans plakang uvp uv express motorsiklo driver bus hiniling pangalanan minamaneho bus bigla umano itong nawalan preno huli laman tumagas pala break fluid tuluyan sinalpok sasak yang unahan nakahinto stop light naman napigilan driver sasakyang sinalpok bus galit pinagtulungan pagsusuntukin makuyog driver bus nakasama nilapatan lunas kasama pang suga tan insidente east avenue medical center
"Balikbayan box na P10K pababa, tax-free",EC,3,magandang balita sasalubong publiko tumatangkilik koreo post office ngayong panahon kapaskuhan masayang ibinalita philippine postal office bagong probisyon batas opisyal new customs modernization tariff act cmta pinirmahan noong republic act ra inamyendahan -taong tariff customs code bureau customs boc ipinasa noong upang mabiyayaan ordinaryong mamamayan overseas filipino workers ofws consumers tumatangkilik serbisyo postal bansa chapter section determination de minimis value duties taxes shall collected goods fob fca value ten thousand pesos p secretary finance shall adjust de minimis valued provided herein every three years effectivity act value herein stated shall adjusted present value using cpi published psa batas
Ex-Norzagaray mayor kinasuhan sa Sandiganbayan,P,5,pinagtibay tanggapan ombudsman pagsasampa sandiganbayan counts kasong usurpation authority official functions dating norzagaray bulacan mayor feli ciano legaspi sr pinapelan inaktuhan diumano legaspi pagkakasal pag-iisang-dibidb couples nag-isyu business permit gayung sumasailalim buwang suspensiyon ipinataw tanggapan ombudsman base pagsisiyasat naglabas direktiba ombudsman suspendihin legaspi loob buwan december june kabila suspension order ombudsman ipinagpatuloy umano legaspi pagganap tungkulin mayor sinuspinde legaspi matapos mapatunayan ombudsman guilty oppression grave abuse authority magkahiwalay admi nistrative case
Taiwan nakaalerto na sa bagyong Nepartak,D,1,handang-handa opisyal taiwan pagpasok super typhoon nepartak bansa araw central weather bureau joint typhoon warning center inaasahang magland-fall bagyo bagyong nepartak kauna-unahang bagyong tatama bansa ngayong taon inaasahan lalo pang lalakas bagyo karagatan nagkansela flights kinasela pasok iskul opisina naglabas typhoon warnings ibang bahagi silangan taiwan sinabi central weather bureau inaasahang babagsakan talampakan ulan parte taiwan asahan pagbaha gayundin pagguho putik bato kasalukuyan category storm bagyong nepartak dala lakas hangin aabot mph pagbugso mph
"THE SOURCE: KAMPO NI MISS COLOMBIA, RUMESBAK!",E,2,mabilis nakarating colombia balita biktima bashing andrea tovar official candidate bansa thmiss universe diumano panglalait dalaga complimentary welcome gift natanggap sponsor beauty pageant mababasa facebook page miss colombia universe pagtatanggol tovar kababayan nagsabi naman tama bigyan candy chocolate delegate miss universe naniniwala kababayan tovar sinasadya paninira kandidata malaki tsansa makuha miss universe crown binawi predecessor adriana gutierrez first runner miss universe pia wurtzbach positive naman pagtanggap ibang supporter tovar alleged smear campaign dalaga makakatulong umano isyu lalong mapansin colombian contestant beauty contest sinalihan sinabi supporter tovar nangyayari kandidata colombia katuparan hula kamumuhian ibo-boo pilipino magi ging mag-stand th miss universe totoo man sinabi supporter tovar itigil pilipino batikos kandidata colombia pinapasikat husto -year old beauty queen parang lobo hinipan dating child actress sina xyriel manabat therese malvar dalagita eksena ilawod anak nina ian veneracion iza calzado role xyriel horror movie quantum films pangarap karakter xyriel ilawod presidente pilipinas pinayuhan ama ian talagang pangulo bansa mag-artista muna gasgas dialogue ian natawa audience salita binitiwan r- classification mtrcb ilawod eksena maseselan tiyak magugustuhan mahihilig manood horror films
"“Welcome home, Noy!”",P,5,malaking dilaw tarpaulin nakasulat welcome home pnoy sumalubong dating pangulong benigno noynoy aquino iii pag-uwi times street west triangle quezon city simpleng sere monya inihanda pag-uwi dating ngulo bahay times street quezon city sina dating social welfare sec dinky soliman leah navarro nagsilbing emcee simpleng pagtitipon nandun kapatid kapitbahay naglagay yellow ribbon kahabaan times street gaano saya sumalubong kapitbahay aquino binalot naman lungkot bakuran malaca pagbaba matapos taong pamamalagi palasyo dumating outgoin g president aquino palas yo pasado alas- umaga salubungin pagdating inco ming president rodrigo roa duterte sinamahan pnoy duterte loob malaca pinapirma guest book kahuli-hulihan bisita pangulo bansa nag-usap president hall sala matapos inihatid naman duterte pnoy president hall departure honors outgoing president
"REST DAY NG NBA SUPERSTARS, INUPAKAN NI IVERSON",S,6,bulakbol allen iverson praktis noong aktibo pang naglalaro aktuwal laro inupakan retired nba superstar hall famer iverson nagiging trending liga ipinapahinga team superstar pla yers paghandaan susunod laro nagi ging malambot pamunuan liga hinggil nasabing isyu would never ever ever sit game something broke simply play komento kaka-induct lang basketball hale fame makapanayam laro philadelphia ers los angeles lakers sinabi iverson panayam espn magkakaproblema coach hinggil sinasabing team-mandated rests malu lusog namang manlalaro panahon aniya mandated rest tiyak mag-aaway coach different never thought anything like would happen guy like would compete night night tired hurt know mean matter lahad iverson helps guys helps team mainit isyu mandated rest cleveland cavaliers dumayo memphis second game back-to-back kontra grizzlies wala big nitong sina lebron james kyrie irving kevin love would big problem would definitely big problem wika iverson kapanahunan tamad dumalo praktis would hopefully would come top seremonya wells fargo philadelphia tinanggap dating nba mvp hall fame jacket nba legend sixers great julius dr j erving
"Pro-PH na UN Tribunal ruling, ba’t mo ba binabalewala?",P,5,kinastigo senador pangulong rodrigo duterte pagsasantabi ruling arbitral tribunal united nations un nagustuhan sen francis kiko pangilinan sinabi pangulong duterte wala siyang isinasagawang militarisasyon china artificial island west philippine sea wps isinantabi muna ruling tribunal tribunal decision recognized rights nation square kilometers exclusive economic zone extended continental shelf unclos area larger entire land area country consisting square kilometers area square kilometers maritime space includes fisheries oil gas mineral resources found within area exclusive us filipinos diin pangilinan set aside tribunal ruling redound interest nation due respect pronouncement imperils national interest favor china giit kinalampag naman sen sherwin gatcha lian department foreign affairs dfa liwanagin sinabi pangulo set aside ruling arbitral tribunal nakasalalay kinabukasan susunod henerasyon pilipino tribunal ruling gave ph strong unequivocal legitimacy wps unquestionable ruling protect country people future generation text message gatchalian
PNoy handang umalalay kay Duterte,P,5,handa pangulong benigno aquino iii alalayan incoming pre sident rodrigo duterte pagsalo kapangyarihan trabaho bagong ngulo bansa hunyo sentro pag-uusap nina aquino duterte cellular phone noong huwebes hapon bumisita transition team duterte malaca conversation perhaps short conversation minute wherein congratulated think asked reiterated offer assistance every manner need less pleasant conversation ended paglalahad pangulo matapos ibi nigay pananghalian malaca press corps sikat chinese restaurant binondo maynila kahapon kabilang mi yembro transition team bumisita malaca sina incoming executive secretary salvador medialdea cabinet secretary-designate leoncio evasco jr presidential management staff pms designate duterte executive assistant cristopher bong go pangulong aquino unang binisita grupo tanggapan executive secretary paquito ochoa jr tumungo tanggapan ibinahagi karanasan nakalipas taon went malaca show physical layout proceeded malaca park showed bahay pangarap various facilities within malaca park got touch president-elect duterte kuwento outgoing president
Surigao dinalaw ng twin quake,D,1,niyanig kahapon magkasunod paglindol bayan general luna surigao del norte earthquake bulletin philippine ins titute volcanology seismology phivolcs naramdaman unang paglindol lakas magnitude bandang ala- hapon pagkaraan minuto sinundan malakas pagyanig magnitude tumama magkasunod lindol silangang bahagi ge neral luna parehong mababaw pagyanig naramdaman residente phivolcs ika bahala publiko tectonic origin sanhi magkabuntot pagyanig
"HUBO NA JANINE SA KALENDARYO, FOR SALE SA HALAGANG P1M!",E,2,w hotel miami beach florida venue unveiling noong biyernes december nu muses limited edition fine art calendar nagtatampok nude photographs labindalawang models kinabibilangan miss universe first runner janine tugonon drawing inspiration pirelli calendar nu muses set cele brate forgotten art classic nude capture elegance romance female form press release collectable calendar harang presyo nagkakahalaga us presyo tier nu muses deluxe luxury edition us premium edition us collector edition philippine currency milyong piso katumbas presyo deluxe luxury edition nu muses siguro mayaman mayaman maraming beses mag-iisip bilhin kalendaryo nagpapakita hubad katawan janine ibang modelo sigurado naman kakalat internet kopya nu muses collectable ca lendar hihintayin nagpapantasya nude photos janine pre-empted kumalat litrato pictorial beach resort dominican republic noong october
"I KNOW BETTER!: Christian, itinali na ng Regal!",E,2,talent puhunan christian bables mapansin mag-inang lily roselle monteverde napabilib best supporting ctor metro manila film festival die beautiful mag-ina upang biya yaan exclusive contract pelikula huh certified millennial regal baby christian simula kahapon nakalinya mo vie chito ro magiging director biggest discovery moviefest christian talk town galing db best friend bidang paolo ballesteros binansagan tuloy siyang pambansang bes best friend showbiz basta magaling kang umarte kalalagyan christian huh tita donna villa surely missed showbiz industry masamang tinapay pagdating treatment entertainment press last time saw kasama asawang wri ter-director carlo j caparas birthday mother lily monteverde valencia events place last august time usual self actress-producer naman nagulantang buong showbiz balitang namatay last tuesday afternoon battle cancer humiling wag ipagsabi sakit cremated agad labi tita donna wake friday funeral home araneta avenue huling sandali nawala likas pagtulong tita donna halip flowers dalhin burol mag-donate foundation nakilala mamamahala ust hospital paalam tita donna condolences direk carlo anak
Michael Christian bongga ang ABS!,E,2,nagulat malaking pagbabago dating bagets michael christian martinez michael -year old figure skater lone representative pilipinas winter olympics kabilang na-achieve figure skater asian figure skating trophy champion two-time triglav trophy champion isu challenger series medal nanalo silver medal warsaw cup hunk hunk michael proud pinost instagram account kitang-kita photos michael resulta matagal panahong pag-workout post topless kitang-kita matipunong dibdib abs kuha siyang beach sumisilip bukas shirt six-pack abs patuloy pagiging figure skater michael hangad makapag-compete ulit winter olympics
"Malaking bahagi ng Luzon, Mindanao, uulanin",D,1,asahang makakaranas maulap kondisyon mahina katamtamang pag-uulan thunderstorm malaking bahagi kalakhang kamaynilaan calabarzon cagayan valley region cordillera region ilocos region central luzon davao region soccsksargen makararanas maulap kondisyon mahina katamtamang pag-ulan thunderstorm pag-iral southwest monsoon habagat philippine atmospheric geophysical astronomical services administration pagasa nalalabing bahagi naman bansa magkakaroon bahagyang maulap maulap kalangitan kasamang pulo-pulong pag-uulan thunderstorm lagay hangin naman magiging katamtaman malakas hilaga western luzon magmumula timog kanluran patungong timog upang magiging katamtaman maalon karagatan hangin naman pang lugar magi ging mahina katamtaman magmumula timog silangan patungong timog luzon katamtaman ding hanging magmumula kanluran patungong hilagang kanluran mararanasan natitirang bahagi archipelago alon naman magiging mahina
"1 patay, 17 sugatan sa pamamaril",C,0,nasawi sugatan naganap habas pamamaril new orleans kansas city usa ulat sinabi new orleans police department supt michael harrison biktima kinabibilangan lalaki babae edad -an yos -anyos lalaki naman naitalang namatay arestado naman suspek nakuhanan baril sugatan base imbestigasyon dakong ala- mada ling-araw maganap pamamaril bourbon street tourist quarter agad nagpakalat kapulisan lugar patuloy malalim imbestigasyon samantala katao sugatan kabilang kritikal nangyaring palitan putok armadong kalalakihan pulis kansas city missouri dakong alas- madaling-araw
Mag-ama bulagta sa pakikipagbarilan sa Batangas,C,0,bulagta mag-ama matapos pumalag paputukan tauhan batangas police maghahain sana warrant arrest kaugnay ibang kasong kinasasangkutan bgy calicanto batangas city kamakalawa hapon napag-alaman dakong alas-dos hapon tunguhin pinagsanib pwersa batangas police provincial office pangunahing suspek julian carpio agdan sr -anyos umano top provincial illegal drug personality priority targets umano lider gun-for-hire group nag-o-operate nd district batangas nauwi barilan napaslang insidente anak julian carpio jr -anyos napag-alaman mag-ama sangkot umano pagkamatay biktimang ronnie dagle briones noong hunyo nakalipas taon narekober pag-iingat kalibreng pistol sachet shabu tumitimbang gramo nauna rito bumulagta top drug personality lobo batangas pasado alas-siyete umaga kamakalawa kinilalang edwin lontoc -anyos bgy masaguitsit lobo batangas
"ANSABEEEH???: YAKAPAN, AKBAYAN, LAMBINGAN, NINA SARAH AT MATTEO, HULING-HULI SA KAMERA!",E,2,kailangang magpaliwanag matteo guidi celli sarah geronimo man mag-alala fans nagkakaroon selosan tampuhan bagong movie matteo kapareha ex-girlfriend lumabas social media video pictures pagdi-date nina sarah matteo sweet-sweetan talaga social media halos talaga puwede paparazzi sinundan halos sina matteo sarah naglalakad nandiyang magka- holding-hands magka-akbay yung kamay parang nakayakap likuran siyempre kilig kilig nakakita banda napakalaki in-improve sarah relasyon matteo naipapakita kalayaan makipag-date boyfriend publiko kapuso primetime king dingdong dantes programa gma case solved kunsaan magiging host tuwing sabado gabi mapapanood balita simula february airing base title lang show ideya agad krimen siguro masosolusyonan sanay viewers napapanood dingdong host reality variety shows lang gagawa ganitong klase programa first akala news public affairs hawak daw pala entertainment talaga eh on-going consistent top-ra ting primetime series alyas ro bin hood posibleng mapapanood buong february posibleng weekend mapapanood dingdong tuwing gabi
Pahahabain ng Meralco,S,6,pahahabain meralco winning-streak dadalawang alaska samantalang kakalsuhan blackwater nlex two-game slide - pba governors cup eliminations smart araneta coliseum seven clock evening batbatan fourth-running meralco - kabuhol triple-tie ninth alaska - matapos afternonon showdown four-way tie fifth blackwater - nlex - makalipas maalpa san blackwater nung nobyembre - nakuryente bolts nlex nung disyembre - patuloy dinomina tnt katropa nung biyernes - nagpapaaligaga alaska buhat - paglunod globalport nakaraang miyerkules makabuwelo kambal semplang nlex - two-time defending champ san miguel - meralco moved upper echelon pba well coaches playing well added ta lented wing men obserbasyon alex compton magagamit malalaki knee injuries sina onny thoss noy baclao big things us game w hether defend entire play including offensive rebounds game rebounding one best rebounders pba cliff hodge playing mostly instead four got scrappiest ayaw naman elite tumuloy pagdurugo gayundin nlex galing elite - - defeats rain shine tnt tapos - start road warriors tapos eskapo aces umubra bolts star -
"I KNOW BETTER!: Kris, humirit ulit ng tsikahan kay Maine!",E,2,pinaboran tao interview kris aquino maine mendoza kesa vice ganda facebook live post kris instagram kahapon ibinalita nag-hit views one one interview maine huh mahalaga kris interview yon yon sabak digital world tugon hi ling netizens magkakaroon kris mahaba-habang interview maine sit interview yon magbubun yi max fans phenomenal star namang post multi-media star magsu- shoot daw food trip episodes alam na-miss tao excited daw lunes meeting magaganap manggagaling asean country kausap magpi-present bagong project ka-meeting nag-conceptualized totoo lang free tv digital world sinusubaybayan talaga tao kris huh malapit matapos pinatatayong dream house heart evangelista post instagram account tuwing binibisita pinatatayong bahay halos mangiyak-ngiyak siyempre bunga yon maraming taon pagkayod sagad pasasalamat diyos amazing god thank everything tears pain joyful times perfect time talaga wow home almost done nit yet getting caption mrs chiz escudero
"Kotse vs motorsiklo: 1 patay, 2 sugatan",D,1,patay sugatan salpukan kotse motorsiklo kahabaan ramon diok highway brgy payapa ilaya bayan lemery batangas dakong alas-singko hapon kamakalawa nakalap ulat abante lemery municipal police station nabatid sinalpok toyota vios zap minamaneho -anyos romeo corte casalme nakasalubong nitong kawasaki barako da okupahin linya huli bunsod sugatan drayber motorsiklong jaycin coro mendoza -anyos angkas renato barredo -anyos dead-on-arrival naman ospital pang angkas maribel mendoza -anyos arestado drayber pulang toyota vios nahaharap kasong reckless imprudence resulting physical injuries homicide
Committe report sa SSS pension hike aaprubahan sa Nobyembre 15 (Pangako ng House panel),EC,3,aaprubahan house representatives committee government enterprises privatization susunod buwan report kaugnay panukalang pagkakaloob p dagdag buwanang pensiyon social security system sss members sinabi committee chairman north cotabato st district rep jesus sacdalan committee report panukala aaprubahan without presence sss officials nakatakdang pagdinig panel nobyembre proposals given back us appropriations committee acted done committee report matter approving nov pahayag sacdalan aniya pag-apruba sana committee report nakaraang pagdinig noong oktubre nabinbin bunsod pagsipot sss officials mambabatas inaprubahan panel noong setyembre panukalang nagsusulong p across-the-board increase monthly sss pension
80 patay sa suicide bomber,T,7,inako teroristang grupong islamic state iraq syria isis responsibilidad panibagong terror attack ikinasawi -katao mahigit sugatan kabul afghanistan ulat amaq news agency isis fighters humalo nagsasagawa demonstrasyon minority groups shiite hazaras capital city afghanistan nag-detonate suicide belts ikatlong isis member napatay security forces mapasabog suicide belt kaugnay nagdeklara afghanistan government national mourning nangako president ashraf ghani televised address pananagutin gagantihan sinumang responsable naturang karumaldumal pangyayari ismail kawoosi spokesman afghan health ministry inilipat sugatan ibang medical facility kalapit lugar kasya malalapit pagamutan todo higpit naman awtoridad buong bansa upang matiyak mauulit pag-atake terorista kinondena naman tadamichi yamamoto pinakamataas opisyal united nations un afghanistan nasabing pag-atake sibilyan
Come-from-behind win ng Star,S,6,kumawala ila lim saya loob taon rain shine star maahunan pagkalugmok points third quarter upang maibuslo hotshots - come-from-behind victory kagabi - pba philippine cup eli minations madaklot grandslam titulo kontra ros finals seasons umubra star karibal loob six games simula philippine cup pang-igkas smart araneta coliseum quezon city give credit players nagkomit dun defense halos nagkontribyut proud players pinag handaan na-execute litanya hotshots coach chito victolero third straight wins tapos two losses start nambakal points pj simon tig- sina rookie jio jalalon paul lee pagsapaw james yap angas tondo big game naka-off-season trade elasto painters aldrech ra mos piece sina allein maliksi marc pingris pasiklaban yap former team mahalaga lee ngayong star nakatanggap magaspang trato dating ros teammate jericho cruz matapos siyang mabutata play nakatanggap trash talks lang naman yan nalipat lang star naming magtrabaho trabaho lang ani lee unang panalo yap nakasiyam puntos lang pintura ginawi cruz matagal lang talaga yung part end day yung huling halakhak rain shine naman focus manalo coach natin masaya iwan - - blitzkrieg tinrabaho nina ramos -point shots puntos lee jalalon upang mabuhulan star e-pain ters quadruple-tie third spot naka- markers rebounds ros raymond almazan lang kampo twin digits scoring
IM Dimakiling nakasilat sa Round 1,S,6,nagtala magkahiwalay upset wins sina international master oliver dimakiling hamed nouri kahapon makisalo top spot round philippine sports commission-puregold international chess challenge subic bay peninsular hotel puntirya third huling grandmaster norm kinalos dimakiling third seed gm boris savchenko russia moves london system kinaldag nouri gm vladislav kovalev belarus sulungan bishop opening tig-isang puntos sina dimakiling nouri nakisiksik matitikas woodpushers unahan nagsipanalo unang laro sina gms mark paragua e ugene torre joey antonio darwin laylo pinisak paragua woman im sarvinoz kurbonoeva uzbekistan moves gruenfeld exchange variation nanaig torre roel abelgas moves sarratt attack ngibabaw antonio rolando andador pinatumba laylo wim jan jodilyn fronda moves torre attack
Pacquiao-Horn fight: Experience vs Youth,S,6,mag-uusap umano kampo top rank promoter bob arum siyang kinatawan eight-division world champion manny pacquiao duco events promotions siyang promoter naman undefeated welterweight jeff horn siyang makakasagupa pambansang kamao hometown horn brisbane australia possible umanong gawin katunayan naka-reserved raw suncopr stadium petsang abril kilala horn record - - tanging kilalang tinalo kampeon south african ali funeka via th round stoppage noong nakaraang buwan gayunpaman naniniwala horn tamang pagkakataon labanan pacquiao kabila kredensiyal bok singero experience vs youth pagkukumpara horn pakikipagsagupa pacquiao -anyos da ting school teacher -cm height advantage pacquiao right time could say point lahad horn got youth side pacquiao aniya panayam lumabas boxingscene com got experience got youth side get win think last couple fights seen go little bit still got good movement good skill think dropped slightly lot level trainer glenn rushton nakikitang win-win sagupaan alaga loses business usual manny pacquiao believe lose jeff like younger stronger pacquiao kumpiyansang wika trainer
6 PANG bagong kaso ng Zika virus,H,4,naitala department health doh panibagong kaso zika virus bansa nabatid doh pang kaso zika virus naitala iloilo city naitala cebu city laguna sanhi dinapuan bansa zika virus biktima edad - kaso pawang babae doh spokesman dr eric tayag dinapuan nagbiyahe ibang bansa nakuha virus kagat lamok kabila ra shes tinamo nabatid papaayos kalagayan dinapuan zika virus sinabi tayag panibagong kasong naitala iloilo koneksiyon naunang kaso lugar nakatira -kilometro layo naunang dinapuan virus samantala nilinaw tayag inirekomenda buntis pagbabawal bumiyahe iloilo inirekomenda buntis makipagkita muna doktor humingi ins truksiyon ipinagbubuntis bibiyahe lugar sinabi tayag ideklara zika virus free iloilo bagong kaso maiuulat loob -araw samantala matapos manguna pinakamaraming kaso dengue naitala lalawigan iloilo isinailalim state epidemic disease bayan sta barbara kaso dengue sta barbara naitalang namatay
“Corruption must stop now!” – Duterte,P,5,forte umano president-elect rodrigo duterte pagsugpo kriminalidad korapsyon unang pagharap business forum nitong martes hapon pormal panunumpa pangulo iginiit upang maunlad bansa kapayapaan kaayusan base karanasan alkalde davao city mahalaga aniya maayos lugar malayo kaguluhan karahasan upang angat ekonomiya destroy country kill destroy children kill mine promote peace country see people comfortable garantiya duterte harap kasapi philippine chamber commerce industry davao city let brutal frank corruption must stop would address filipinos want something country never opportunity nagyayaya inyo ninyo gawin kasi lider ayoko talaga corruption makes sick pagdidiin duterte noong kampanya ipinangako duterte sakaling mahalal pangulo dudurugin droga kriminalidad korapsyon bansa loob buwan
Tropa niratrat sa Maguindanao,T,7,sundalo sugatan matapos atakehin kahapon rebeldeng moro grupo tropang training exercise lalawigan maguindanao muslim autonomous region naganap barangay meta bayan datu unsay atake nagsasanay tropa th infantry battalion mabatid casualties panig rebelde pinaniniwalaang miyembro bangsamoro islamic freedom fighters biff pahayag biff naturang sagupaan miyembro moro islamic liberation front milf lumagda interim peace deal pamahalaang aquino noong parehong sabit biff milf brutal pagpatay miyembro special action force bayan mamasapano maguindanao noong enero misyon dakpin malaysian bomber marwan napatay
Demanda? Danyos? Ano'ng 'K' ni GMA?,P,5,karapatan dating pangulo ngayo pampanga rep gloria macapagal-arroyo humingi kompensasyon danyos gobyerno pagkakakulong kasong plunder reaksyon dinagat rep arlene kaka bag-ao posibilidad magdemanda arroyo hingan gobyerno kompensasyon halos taong pagkakabilanggo kasong plunder ibinasura korte suprema kawalan umano ebidensya supreme court decision allowed release based notion presently lack evidence however say sure evidence comes allegation plunder ani bag-ao cannot fathom would think deserves compensated affront fairness justice dagdag kahapon sinabi abogado arroyo laurence arroyo well wala naman kaming napag-usapan dating presidente bumawi mag-file countersuit mag-retaliate kasi yung mood yung sentiment magpasalamat muna grateful wakas four years detention nakalaya dating pangulo maybe damage suit proven charges maliciously made merong yan basis damages
KUMAPIT SA MGA KAKAMPI!,P,5,next step pilipinas matapos manalo kasong isinampa permanent court arbitration pca karagdagang suporta pang bansa international groups kaalyado mapuwersa china yumuko desisyon payagan pinoy malayang makagalaw west philippine sea wps ding subukan hilutin pagmamatigas china dialogo definitely next steps natin military steps i-pursue natin yung diplomasya saka negotiations yung napanalo natin basically yung karapatan natin paggamit natural resources lugar yan natin maaasahan agad-agad aalis tsina yan idi-dismantle yung itinayo ila least sana susunod award yan arbitration court papayagan filipino gamitin natural resources yan muntinlupa rep ruffy biazon makakaya natin makapaglabas suporta asean association southeast asian nations allies natin yung australia united states yung ganung tipo diplomatic efforts think nakabuhos atensyon natin natin ma-back-apan itong ruling favor pagkuha pang kaalyado dagdag huli naniniwala biazon pabayaan modernisasyon armed forces philippines afp ngayong itinutulak administrasyong duterte pakikipag-usap china iginiit senador isama miyembro delegasyon nagpanalo kaso permanent court arbitration pca members philippine delegation hague part team assigned bilateral talks china mungkahi sen bam aquino aniya mawala negotiation team key members hague delegation nina dating foreign affairs secretary albert del rosario supreme court senior associate justice antonio carpio matatandaang lumutang pangalan dating pangulong fidel v ramos special envoy pangulong rodrigo duterte pag-uusap bantulot misyon tinanggihan fvr alok subalit nagpahaging sagot itong matanda ganitong commitment presidential spokesman ernesto abella kaugnay tiniyak solicitor general jose calida sasandal pca verdict inaalok diplomatic talks pilipinas china mapunta usapan magsisilbing reference naturang hatol malaking panalo bansa negotiations must respect decision made still use diplomacy first option neighbors china philippines sacrifice obtained decision pahayag calida
CLIPPERS UMESKAPO,S,6,napakawalan clippers big early lead kinailangang makipagngipin ngipin portland trail blazers endgame maitakas - victory martes manila time st nba - season eliminations staples center lumagare blake griffin nagtistis chris paul points clippers naka- two straight wins tapos ding lunurin new rleans pelicans triple paul nagbigay los angeles - lead nasigu rado th win games nanibasib paul pagkarga los angeles double-digit lead first quarter nag lahong parang bula bumuwelta blazers likuran allen crabbe lasap blazers fourth straight loss th outings houston naka-se ven straight victories rockets pinasabog brooklyn nets - toyota center na-split eric gordon free throws foul sean kilpatrick nagputong rockets - lead nakapagsalpak dala wang shots stripe foul brook lopez f inal count humarabas james harden points nagpasa assists kinulang lang two rebounds sana triple double nasakote rockets th win games bench naka- pts gordon minutes play bumingwit ryan anderson shooting nagbakas nene points bagsak nets second straight loss th outings tumaktak brook lopez points kilpatrick brooklyn
1 patay sa pananambang sa board member,C,0,provincial board member surigao del sur nitong kasama sugatan nasawi naman kaniyang bodyguard tambangan bislig city kamakalawa hapon kasama board member broadcaster apolonio suan jr security escorts nakasakay toyota land cruiser pauwi pinanggalingang radio station binabagtas national highway sitio tandawan brgy san vicente bislig city bigla silang pinaputukan armadong lalaking nakasakay van security escorts kinilalang dodong suan nasawi kaniyang driver rocel alba pang escort joebert hurado nasugatan naman insidente
El Salvador at Taiwan nilindol,D,1,niyanig magkasunod malakas lindol bansang el salvador taiwan ulat agence france-presse afp naramdaman magnitude pacific coast el salvador natukoy sentro lindol layong -kilometro timog-timog-kanluran pantalan el triunfo dakong alas- tanghali alas- naman madaling-araw oras pilipinas lina pohl environment minister el salvador wala namang napapaulat pinsala dulot nasabing lindol gayunpaman nag-isyu tsunami alert binalaan residente baybaying dagat posibilidad pagtaas alon aabot metro wala pang napaulat pinsala dulot pagyanig taiwan gitna tectonic plates madalas lindol
"Military plane bumagsak, 9 patay",D,1,bumagsak vietnamese military plane sakay crew pinaniniwalaang nasawi ere bansang vietnam ulat thanh nien newspaper kinumpirma ministry defense sakay nasabing military plane opisyal military personnel sinasabing biktima kabilang personnel nagsasagawa search rescue nawawalang piloto russian-made sukhoi su- mk jet fighter bumagsak nagsasagawa pagsasanay noong martes gabi nagawa namang makapag-eject co-pilot natagpuan dagat nasagip fishing boat noong miyerkules kahapon natagpuan vietnamese rescuers piraso nasabing search plane di kalayuan nawalan kontrol maritime patrol aircraft casa command center layong nautical miles timog-kanluran bach long vi island dalampasigan northern port city hai phong sinisisi maj gen nguyen quang dam commander maritime police masamang panahon pagbagsak nasabing military plane
FAJARDO  IKAKADENA,S,6,standings teams w l san miguel tnt rain shine phoenix globalport blackwater star alaska ginebra meralco nlex mahindra quarterfinalist naglalaro games smart araneta coliseum p rain shine vs phoenix petroleum p ginebra vs san miguel ikadena gaya huli pagtutuos noong oktubre pba governors cup knockout game semifinals smart araneta coliseum quezon city three-time mvp june mar fajardo sigaw barangay ginebra san miguel maka-winning streak pagni ngasin dumedelikadingding kampanya nd - season-opening confe rence philippine cup second halfway mark - win-loss record pakikipagbuhulan ginebra triple-tie sixth spot huling nilasing kapa tid star nu pasko phil arena - mataas morale pa- evening match utol two-time defending champion san miguel beer sinenglot bgsm smb pagkuyog nina import justin brownlee guards solomon mercado lewis alfred tenorio - nalimitahan lagiang dominanteng fajardo katiting puntos lang free throws nag-average university cebu alumnus points rebounds race-to-three win semis yun nakabalik nagbabanta pang-apat best player conference pamumuno kasalukuyang statistical points average coaching stand point tougher conundrum june mar fajardo pag-amin gin kings coach tim cone kinopo govs cup trying figure perplexed us coaches -foot- slotman sps per game league second-best points rebounds game san miguel hardest team prepare fajardo weapons around hirit -time champion coach beermen four-game winning run kasama pagpapataob kamakalawa black water - afternoon naman magdederbi katrintas segundang rain shine - maka-back-to-back victory kahanay fourth place phoenix petroleum - balak maka-third consecutive win
.4M ‘Nina’ victims wala pa ring ilaw,D,1,mahigit kabahayan ilaw pagtama bagyong nina noong pasko department energy doe pinakahuling update national grid corporation philippines ngcp porsiyento katumbas households naibabalik na-supply kuryente buong katimugang luzon sinalanta nina energy secretary alfonso cusi minamadali pagkumpuni nasirang power transmission maximizing assets resour ces resumption electricity soonest possible time hard-hit areas hundreds distribution poles went wika cusi samantala inanunsyo cusi naibalik normal noong january supply kuryente batangas occidental mindoro camarines norte sorsogon power restoration probinsya quezon oriental mindoro camarines sur albay catanduanes transmission facilities naman sinira bagyong auring siargao surigao del norte surigao del sur butuan-placer kv line placer-madrid kv line placer-surigao kv line samantala pagpasok naman aniya bagyong auring problema pasilidad ngcp kabilang tore emergency restoration system inaayos umanong tore
