title,category,content,original
Pinay nagkwento ng ISIS experience,,ikuwento pay nurse ranas pang samahang pay bihag teroristang grupong islamic state sirte city libya ulat sabg pay laya bihag is noong raang taon sabg puwersa gamot sugatang rebelde bigay medical training nahon bihag alam sabg grupo muslim italaga main hospital sirte gamot sugatang tau is malib atas bigy medical training rebelde tuto first aid laya sagsag tugis liby forces is bawi sirte noong disyembre isalaysay pay araw-araw silang angamba ligtas lagi silang banta patay sabg pay nurse takdang p balik pilipas sama pang bae laki buwang gulang sanggol,ikinuwento pinay nurse karanasan pang kasamahang pinay bihag teroristang grupong islamic state sirte city libya ulat nasabing pinay nakalaya pagkakabihag isis noong nakaraang taon nagsabing pinuwersa manggamot nasusugatang rebelde magbigay medical training panahon pagkakabihag napag-alaman nasabing grupo muslim itinalaga main hospital sirte ginagamot nasusugatang tauhan isis maliban inatasan bigyan medical training rebelde matuto first aid nakalaya kasagsagan pagtugis libyan forces isis mabawi sirte noong disyembre isinalaysay pinay araw-araw silang nangangamba kaligtasan lagi silang pinagbabantaan papatayin nasabing pinay nurse nakatakdang p balikin pilipinas kasama pang babae lalaki buwang gulang sanggol
Pinagtangkaan akong likidahin — Bato,,tangka akong likida maute group ibunyag hapon philippe national police chief director general ronald dela rosa sabg tangkang assassination plot maute group bisita mdanao noong raang buw talpati dela rosa dalo rd anniversary national police college tukoy tangka likida arestong miyembro terrorist group rekober ied improvised explosive device intended visit mdanao state university kuha ied maute members a-assasate loob gym wika dela rosa big time pala di ba bigtime lang a-assasinate ngitg hayag dela rosa sabi chief pnp unsyami plano presensya miyembro msu community,pinagtangkaan akong likidahin maute group ibinunyag kahapon philippine national police chief director general ronald dela rosa nagsabing tangkang assassination plot maute group pagbisita mindanao noong nakaraang buwan talumpati dela rosa pagdalo rd anniversary national police college tinukoy nagtangka paglikida naarestong miyembro terrorist group narekober ied improvised explosive device intended visit mindanao state university makuha ied maute members a-assasinate loob gym wika dela rosa big time pala di ba bigtime lang ina-assasinate nakangiting pahayag dela rosa sinabi chief pnp naunsyami plano presensya miyembro msu community
2 NPA patay sa labanan,,miyembro rebeldeng new people army npa tay engkwentro militar sityo bakay brgy laniag lian batangas hapon mada lg-araw batay report southern luzon command solcom trolya elemento th combat group philippe air force sagupa armadong npa nsamantalang kampo hawi putuk kataw rebelde rekober militar kpiska habang baril bala mpasabog takas npa,miyembro rebeldeng new people army npa napatay engkwentro militar sityo bakayan brgy lumaniag lian batangas kahapon mada ling-araw batay report southern luzon command solcom nagpapatrolya elemento th combat group philippine air force makasagupa armadong npa pansamantalang kampo mahawi putukan katawan rebelde narekober militar nakakumpiska mahabang baril bala pampasabog tumakas npa
"Pugot sa German, kinukumpirma pa",,beripika armed forces philippes afp ulat ano pugut teroristang abu sayyaf group asg bihag alem jurgen gustav ntner tapos lugit noong lggo alas-tres hapon press briefing hapon sabi afp spokesperson col edgar arevalo wala pang tunay dikasyon pugut ntner tuloy kukpirma imbestigasyon sidente pabubulaan arevalo labas ulat hayag tuluy ntner muto lipas ra alas-tres hapon oras ibigay lugit imporma syon ano silang tanggap ugnay subalit ayaw ano mag- conclude hangga kpirma dna labi kuha biktima arevalo hangga wala pang kpirmasyon na tili aniyang asa pang ligtas turang hostage victim pang tirang bihag tigil opensiba bandidong grupo,bineberipika armed forces philippines afp ulat umano pinugutan teroristang abu sayyaf group asg bihag aleman jurgen gustav kantner matapos lugit noong linggo alas-tres hapon press briefing kahapon sinabi afp spokesperson col edgar arevalo wala pang pagpapatunay indikasyon napugutan kantner patuloy kinukumpirma imbestigasyon insidente pinabubulaanan arevalo lumabas ulat pahayagan tinuluyan kantner -minuto lumipas makaraan alas-tres hapon oras ibinigay palugit imporma syon umano silang natatanggap kaugnay subalit ayaw umano mag- conclude hangga nakukumpirma dna labi makukuha biktima arevalo hangga wala pang kumpirmasyon nanana tili aniyang pag-asa pang mailigtas naturang hostage victim pang natitirang bihag tigil opensiba bandidong grupo
"Sayyaf deadline sa pugot-German, napaso",,tiyak armed forces philippes afp upang sagip germ national juergen ntner bantang pugut grupong abu sayyaf group tapos so deadline bayad ransom hapon alas-tres hapon afp spokesperson brig general restituto dilla lalo pang paigting ope rasyon asg salukuyang hawak bihag kasam alem ntner focused military ope rations continuing unrelenting manner pause put premium lives danger armed forces pursue enemy dictate terms way around operations aimed rescuing hostages also significantly degrade enemy capabilities saad dilla panig nam western mdanao command wesmcom chief major general carlito galvez focus silang buti military operations sagip bihag bandidong grupo deadline man wala banta buhay buong pwersa ano wesmcom tuloy tugis miyembro abu sayyaf rescue effort bihag banta bandido pugut ulo alem hapon araw lggo alas-tres hapon kidnap asg sabah ntner nitong buw nobyembre raang taon laki niwala galvez liit taguang lugar asg dali silang tunton puksa,tiniyak armed forces philippines afp upang sagipin german national juergen kantner bantang pupugutan grupong abu sayyaf group matapos mapaso deadline pagbabayad ransom kahapon alas-tres hapon afp spokesperson brig general restituto padilla lalo pang pinaigting ope rasyon asg kasalukuyang hawak bihag kasam aleman kantner focused military ope rations continuing unrelenting manner pause put premium lives danger armed forces pursue enemy dictate terms way around operations aimed rescuing hostages also significantly degrade enemy capabilities saad padilla panig naman western mindanao command wesmincom chief major general carlito galvez naka-focus silang mabuti military operations masagip bihag bandidong grupo deadline man wala banta buhay buong pwersa umano wesmincom patuloy tutugis miyembro abu sayyaf rescue effort bihag nagbanta bandido pupugutin ulo aleman kahapon araw linggo alas-tres hapon kinidnap asg sabah kantner nitong buwan nobyembre nakaraang taon malaki paniniwala galvez maliit pinagtataguang lugar asg madali silang matunton puksain
2 Maute jihadist natodas,,tay militar pulisya mi yembro maute jihadist group dakip tapos sagupa ilig city mdanao kpirma hapon western min danao command sabi tagapagsalita capt jo-ann petglay imbestiga pulisya dakip eyem alonto netibo rawi city lanao del sur bahagi ulong autonomous region muslim mdanao armm batid anap sagupa nitong biyernes tapos hara ngin tangay armado pickup truck ilig city ari negosyanteng othelo adiong sama truck anyos ina elvira asawang esthephanie anak nam sakt agad pababa truck tangay pang getaway car buntot truck harang nam road block militar pulisya lab tay sina azzam ampua tahir wowie adiong nam porma dakip bawi grupo automatic rifle magazines gayun bala -caliber pistol,napatay militar pulisya mi yembro maute jihadist group nadakip matapos magsagupaan iligan city mindanao kinumpirma kahapon western min danao command sinabi tagapagsalita capt jo-ann petinglay iniimbestigahan pulisya nadakip eyeman alonto netibo marawi city lanao del sur bahagi magulong autonomous region muslim mindanao armm nabatid naganap sagupaan nitong biyernes matapos hara ngin tangayin armado pickup truck iligan city pag-aari negosyanteng othelo adiong kasama truck -anyos ina elvira asawang esthephanie anak naman sinaktan agad pinababa truck tinangay pang getaway car bumuntot truck naharang naman road block militar pulisya nanlaban napatay sina azzam ampua tahir wowie adiong naman naka-porma nadakip nabawi grupo automatic rifle magazines gayun bala -caliber pistol
Bulacan binubulabog ng NPA,,alerto puwersa gobyerno bulac rtikular hilagang-silangang bahagi lawig sunod kpirmadong presensya armadong miyembro new people army npa bay remedios tridad drt bunduk iray aurora lapit bay norzagaray bulac report p senior supt romeo caramat jr acting bulac police director gov willy alvarado vice-gov daniel fernando unang ata rebeldeng npa barangay bayun drt noong raang pebrero tunay muling lakas puwersa rebelde probsya kpirma th infantry battalion philippe army muno lt col ramil anoyo positibo intelligence reports hggil galaw muling ta puwersa npa komunistang gerilya misyon upang kalap suplay,nakaalerto puwersa gobyerno bulacan partikular hilagang-silangang bahagi lalawigan kasunod kumpirmadong presensya armadong miyembro new people army npa bayan remedios trinidad drt kabundukan umiray aurora malapit bayan norzagaray bulacan report p senior supt romeo caramat jr acting bulacan police director gov willy alvarado vice-gov daniel fernando unang namataan rebeldeng npa barangay kabayunan drt noong nakaraang pebrero nagpapatunay muling lumakas puwersa rebelde probinsya kinumpirma th infantry battalion philippine army pamumuno lt col ramil anoyo positibo intelligence reports hinggil paggalaw muling pagpapakita puwersa npa komunistang gerilya misyon upang kumalap suplay
5 rebelde sumuko sa buhay-bundok,,miyembro rebeldeng grupong new people army npa suko mahala tapos higpit opensibang philippe army liwang grupo maka lawa hapon bay milagros sbate maj virgilio perez tagapagsalita southern luzon command solcom bitbit rebelde ni-kanilang taas libre baril armalite suko nd infantry battalion brgy bacolod batid bay dakong ala- hapon kiusap nam muna rebel returnees munang ihayag publiko kilanl ambang balik milya dating sama base salaysay hirap tago-tago bunduk dagdag wala silang maka sobrang hirap kita mahal buhay sya silang balik loob gobyerno kustodiya muna sundalo sukong rebelde takda silang balik mahal buhay lipas eksamasyon lagay,miyembro rebeldeng grupong new people army npa sumuko pamahalaan matapos mahigpit opensibang philippine army makakaliwang grupo kamaka lawa hapon bayan milagros masbate maj virgilio perez tagapagsalita southern luzon command solcom bitbit rebelde kani-kanilang matataas kalibre baril armalite sumuko nd infantry battalion brgy bacolod nabatid bayan dakong ala- hapon nakiusap naman muna rebel returnees munang ihayag publiko pagkakakilanlan pangambang balikan pamilya dating kasamahan base salaysay hirap patago-tago kabundukan dagdag wala silang makain sobrang paghihirap nakikita mahal buhay nagpasya silang magbalik loob gobyerno kustodiya muna sundalo sumukong rebelde nakatakda silang bumalik mahal buhay kalipas eksaminasyon kalagayan
2 NPA todas sa bakbakan,,todas lakg hinalang mi yembro new people army npa ra mutong engkuwentro militar bulubundukg bahagi capiz makalawa hapon salukuy pang alam awtoridad kilanl sawi sunod rekober ibang uri armas gamit kipagbaka mahala base army major all aser executive officer st infantry battalion sagupa tropa armadong laki ano bilang grupo romulo gangoso alyas reg bahagi brgy jebaca ayon capiz dakong alas-tres hapon impormasyon ano tanggap konsernadong residente brgy ugnay presensya grupo rekober armas tabi bangkay slang shotgun granada,todas lalaking hinihinalang mi yembro new people army npa makaraan -minutong engkuwentro militar bulubunduking bahagi capiz kamakalawa hapon kasalukuyan pang inaalam awtoridad pagkakakilanlan nasawi kasunod pagkakarekober ibang uri armas ginamit pakikipagbaka pamahalaan base army major allan mangaser executive officer st infantry battalion nakasagupa tropa armadong kalalakihan umano kabilang grupo romulo gangoso alyas regan bahagi brgy jebaca maayon capiz dakong alas-tres hapon impormasyon umano natanggap konsernadong residente brgy kaugnay presensya grupo narekober armas tabi bangkay napaslang shotgun granada
4 HS studes nadale ng granada,,zamboanga city high school students suga tan tapos sabog hapon grenade laru biktima bay lakewood zamboanga del sur province pulisya tagpu ano johnny daluyon rifle grenade mount sirong makalawa dala aral ibaon di-kalayu classroom hapon tawag daluyon ibigang rodolfo halius hukay grenade ipakita saka laru hulog semento sabog di-kalayu sugat kilala itong sina trishaemae reputante alonafe clarabal agad dala biktima wang poblacion comprehensive national high school zamboanga del sur medical center agad batid lagay imbestiga pulisya anap anong sa kamay daluyon mm grenade,zamboanga city high school students suga tan matapos sumabog kahapon grenade pinaglalaruan biktima bayan lakewood zamboanga del sur province pulisya natagpuan umano johnny daluyon rifle grenade mount sirongan kamakalawa dinala paaralan ibinaon di-kalayuan classroom kahapon tinawag daluyon kaibigang rodolfo halius hinukay grenade ipinakita saka pinaglaruan nahulog semento sumabog di-kalayuan nasugatan kinilala itong sina trishaemae reputante alonafe clarabal agad dinala biktima pawang poblacion comprehensive national high school zamboanga del sur medical center agad mabatid kalagayan iniimbestigahan pulisya naganap paanong napasa kamay daluyon mm grenade
"Bahay ni Mayor, niratrat",,zamboanga city niratrat hapon armadong grupo bahay siay mayor flora villarosa lawig zamboanga del sur pulisya anap atake bukang-liwayway wala ang iulat sugat sawi base salaysay security personnel flora sakay putg van motorsiklo salar agad ding takas armado tapos ratrat bahay villarosa ako atake agad batid kalam rebeldeng new people army away pulitika villarosa aktibo npa lawig beses atake rebelde pulitiko lawig suporta militar,zamboanga city niratrat kahapon armadong grupo bahay siayan mayor flora villarosa lalawigan zamboanga del sur pulisya naganap atake magbukang-liwayway wala namang iniulat sugatan nasawi base salaysay security personnel flora nakasakay puting van motorsiklo salarin agad ding tumakas armado matapos ratratin bahay villarosa umako atake agad mabatid kinalaman rebeldeng new people army kaaway pulitika villarosa aktibo npa lalawigan beses inatake rebelde pulitiko lalawigan suporta militar
Sayyaf suspek sa dinukot na 7 foreigners,,ihayag afp law bandidong abu sayyaf responsable nibagong sidente dukot bahagi tawi-tawi makail banyaga tripulante vietnamese vessel dukot armadong grupo abu sayyaf hala grupo kilalang nag-o-operate sabg lugar afp public affairs office pao chief col edgard arevalo salakay armadong grupo vietnamese vessel lul tripulante nam joint task force tawi-tawi commander brig gen custodio rcon sa gawa hot pursuit opera tions tropa philippe marines tukoy lugar dala bagong bihag wang banyaga kpirma militar armadong rebelde salakay vietnamese vessel,inihayag afp malinaw bandidong abu sayyaf responsable panibagong insidente pagdukot bahagi tawi-tawi kamakailan banyaga tripulante vietnamese vessel dinukot armadong grupo abu sayyaf pinaghihinalaan grupo kilalang nag-o-operate nasabing lugar afp public affairs office pao chief col edgard arevalo sinalakay armadong grupo vietnamese vessel lulan tripulante naman joint task force tawi-tawi commander brig gen custodio parcon nagsasa gawa hot pursuit opera tions tropa philippine marines matukoy lugar dinala bagong bihag pawang banyaga makumpirma militar armadong rebelde sumalakay vietnamese vessel
Russian ambassador to UN patay sa atake,,bawi buhay russi ambassador united nations muto tapos ata ki puso new york usa ulat kpirma russi foreign mi nistry panaw russia combative ambassador uni ted nations vitaly churk ranas churk cardiac arrest russi mission east th street dala presbyte rian hospital new york panaw indang sakit wala ang ibi nibigay detalye ministry ugnay matay ambassador abot kiramay milya diplomat atay araw ika- araw,binawian buhay russian ambassador united nations minuto matapos ata kihin puso new york usa ulat kinumpirma russian foreign mi nistry pumanaw russia combative ambassador uni ted nations vitaly churkin nakaranas churkin cardiac arrest russian mission east th street dinala presbyte rian hospital new york pumanaw iniindang sakit wala namang ibi nibigay detalye ministry kaugnay pagkamatay ambassador nagpaabot pakikiramay pamilya diplomat namatay araw ika- kaarawan
"Teen rebel, patay sa giyera",,tay sundalo anyos rebeldeng komunista tapos sagupa bay lakewood zamboanga del sur province anunsyo hapon pulisya kilala sawi jaboy pruto miyembro ano new people army residente turang lugar anap laban barangay gasa makalawa tapos lunsad opensiba tropa rd infantry battalion senior superintendent avelmar ren garambas hepe pulisya muto tagal sagupa bawi bangkay pruto recovered encounter site one cadaver identified jaboy pruto -years old resident purok barangay talang ani garambas nam labas hayag npa ukol sawi menor-de edad miyembro higpit seguridad sabg bay posibleng higanti npa,napatay sundalo -anyos rebeldeng komunista matapos magsagupaan bayan lakewood zamboanga del sur province inanunsyo kahapon pulisya kinilala nasawi jaboy pruto miyembro umano new people army residente naturang lugar naganap labanan barangay gasa kamakalawa matapos maglunsad opensiba tropa rd infantry battalion senior superintendent avelmar renan garambas hepe pulisya minuto nagtagal sagupaan nabawi bangkay pruto recovered encounter site one cadaver identified jaboy pruto -years old resident purok barangay matalang ani garambas naman naglabas pahayag npa ukol pagkakasawi menor-de edad miyembro mahigpit seguridad nasabing bayan posibleng paghihiganti npa
"Maute group, utak sa pagpatay sa 2 sundalo",,gaw maute terrorist group atake tay miyembro military intelligence group mig  rawi city noong huwebes gabi kpirma armed forces philippes afp chief staff gen eduardo sabay anunsyong ilipad patu ngong ynila labi slang sundalong sina maj jerico alus cpl bry libot wing miyembro mig- sagawa intelligence operation engkwentro grupo otoh maute sabi hayang sawg army major kilala alg intelligence officer tuloy paigting hot pursuit operations militar maute group,kagagawan maute terrorist group pag-atake pagpatay miyembro military intelligence group mig - marawi city noong huwebes gabi kinumpirma armed forces philippines afp chief staff gen eduardo kasabay anunsyong inilipad patu ngong maynila labi napaslang sundalong sina maj jerico mangalus cpl bryan libot wing miyembro mig- nagsasagawa intelligence operation makaengkwentro grupo otoh maute sinabi nanghihinayang nasawing army major kilala magaling intelligence officer patuloy pinaigting hot pursuit operations militar maute group
PDU30 SA AFP: TULONG!,,ramg banta bansa tulong lalo sundalo buod mensahe hapon ulong rodrigo duterte philippe military academy pma alumni homecoming unang banggit ulo diano lawak lang problema illegal drugs lawa sok ano international terror group is iraq-syria islamic state bansa need help one especially military social control protection citizens lawless reckless selfish bahagi talpati ulong duterte threats facing nation first illegal drugs little know drug problem complex tens thousands drug users started turning dagdag ibida ngulo tulung philippe national police pnp afp giyera kontra ilegal droga tagpay abu sayyaf group nam ang ulo tuloy hasik lagim puknat dukot basilan-based asg isnilon hapilon tuloy islamic state-related activities sabi ulo bigay direktiba afp pnp tuk banta is upang salba mdanao mat ding gulu,maraming banta bansa tulong lalo sundalo buod mensahe kahapon pangulong rodrigo duterte philippine military academy pma alumni homecoming unang binanggit pangulo diumano napakalawak palang problema illegal drugs ikalawa pagpasok umano international terror group isis iraq-syria islamic state bansa need help one especially military social control protection citizens lawless reckless selfish bahagi talumpati pangulong duterte threats facing nation first illegal drugs little know drug problem complex tens thousands drug users started turning dagdag ibinida ngulo pagtutulungan philippine national police pnp afp giyera kontra ilegal droga matagumpay abu sayyaf group naman anang pangulo patuloy paghahasik lagim puknat pagdukot basilan-based asg isnilon hapilon nagpapatuloy islamic state-related activities sinabi pangulo nagbigay direktiba afp pnp tutukan banta isis upang maisalba mindanao matin ding kaguluhan
"Wartime phone ni Hitler, isusubasta",,takdang i-auction personal telephone adolf hitler sabing gamit utus noong world war ii kulay itim bakelite phone laun pintura crimson ukit al hitler tagpu berl bunker nazi leader noong sunod bagsak rehimen sabi auction house alexander historical auctions tayang halaga  telepono bukod personal telepono hitler kpanya mag-a-auction tagpu silang us coastal state ryland mag-a-auction higit items bilang siemens rotary telephone tak swastika agila simbolo third reich taguri auction house telepono hitler paka- nirang armas tanggap hitler wehrmacht nazi germany armed forces pada utus noong world war ii iregalo russi officers device british brigadier sir ralph rayner noong bisita bunker tapos suko germany mana ano anak rayner telepono ibenta,nakatakdang i-auction personal telephone adolf hitler sinabing ginamit kautusan noong world war ii kulay itim bakelite phone kalaunan pininturahan crimson inukit pangalan hitler natagpuan berlin bunker nazi leader noong kasunod pagbagsak rehimen sinabi auction house alexander historical auctions tinatayang nagkakahalaga - telepono bukod personal telepono hitler kumpanya mag-a-auction matatagpuan silangan us coastal state maryland mag-a-auction mahigit items kabilang siemens rotary telephone nakatatak swastika agila sumisimbolo third reich tinagurian auction house telepono hitler pinaka- mapanirang armas tinanggap hitler wehrmacht nazi germany armed forces pinadaan kautusan noong world war ii iniregalo russian officers device british brigadier sir ralph rayner noong bumisita bunker matapos sumuko germany minana umano anak rayner telepono ibinenta
PMA alumni,,set pulisya ganapg philippe military academy alumni homecoming silbg nauhg ndangal ulong rodrigo duterte supt armando gapuz puno traffic enforcement unit baguio city police office lagay signages silbg traffic advisory upang tulung bisita mula ibang lugar sabi gapuz traffic advisory lam bisita lowlands punta tatrapik punta pma dagdag ang augmentation force tulong manm trapiko bigay seguridad bisita ihayag cordillera-pnp halos pulis bantay pma alumni homecoming,set pulisya gaganaping philippine military academy alumni homecoming magsisilbing panauhing pandangal pangulong rodrigo duterte supt armando gapuz pinuno traffic enforcement unit baguio city police office nakalagay signages magsisilbing traffic advisory upang matulungan bisita magmumula ibang lugar sinabi gapuz traffic advisory malalaman bisita lowlands pupuntahan matatrapik pupunta pma dagdag namang augmentation force tutulong pagmanman trapiko magbibigay seguridad bisita inihayag cordillera-pnp halos pulis magbabantay pma alumni homecoming
"2 intel agents, todas sa ambush",,patay opisyal military intelligence group tau sugat sundalo tapos silang tambang rawi city lanao del sur hinalang jihadist tira grupo mig- barangay lilod daya makalawa hapon misyon militar ganti putok biktima sakay kotse misyon grupo upang alam operasyon maute group abu sayyaf lawig bahagi muslim autonomous region unang sabi militar lawig abu sayyaf chieftain isnilon hapilon lider lokal islamic state siyang kipag-ugnay ibang jihadist group upang tag caliphate mdanao,patay opisyal military intelligence group tauhan sugatan sundalo matapos silang tambangan marawi city lanao del sur hinihinalang jihadist tumira grupo mig- barangay lilod madaya kamakalawa hapon misyon militar nakaganti putok biktima sakay kotse misyon grupo upang alamin operasyon maute group abu sayyaf lalawigan bahagi muslim autonomous region naunang sinabi militar lalawigan abu sayyaf chieftain isnilon hapilon lider lokal islamic state siyang nakikipag-ugnayan ibang jihadist group upang maitatag caliphate mindanao
"Army convoy binomba ng NPA, 17 sundalo nadale",,tay sundalo sugat tapos sabug rebeldeng new people army convoy davao city sabi army major ezra balagtey spokesman eastern mdanao command anap ambush barangay lamam cal district nitong huwebes hapon ganti ano tropa slang rebelde atake npa convoy tugis sundalo grupo rebelde sunog pineapple harvester ari del monte philippes inc lapit barangay tawantaw encounter came npas detonated landme convoy troops pursuing armed men burned one pineapple harvester owned del monte tawantaw cal district hayag balagtey abante fifteen soldiers wounded two soldiers killed result landme explosion two npas killed fire fight idagdag balagtey bawi sundalo armas bomba tapos sagupa atake rebelde outpost military quibato district halos kilometro layo cal rebelde sawi tapos lab sundalo militia,napatay sundalo sugatan matapos pasabugan rebeldeng new people army convoy davao city sinabi army major ezra balagtey spokesman eastern mindanao command naganap ambush barangay lamaman calinan district nitong huwebes hapon nakaganti umano tropa napaslang rebelde inatake npa convoy tinutugis sundalo grupo rebelde sumunog pineapple harvester pag-aari del monte philippines inc kalapit barangay tawantawan encounter came npas detonated landmine convoy troops pursuing armed men burned one pineapple harvester owned del monte tawantawan calinan district pahayag balagtey abante fifteen soldiers wounded two soldiers killed result landmine explosion two npas killed fire fight idinagdag balagtey nabawi sundalo armas bomba matapos sagupaan inatake rebelde outpost military paquibato district halos kilometro layo calinan rebelde nasawi matapos lumaban sundalo militia
"Shrine pinasabog, 72 patay",,abot katao sawi yarg sabog suicide bomber shrine dambana bansang st ulat posibleng dagdag turang abot sugat sidente anap sabog taong lugar lal shahbaz qalandar shrine bay sehw sharif isasagawa dhamaal tradisyunal surfi dance sabing suicide bomber bigla pasok loob turang dambana puno tao anu-anong pasabog,aabot -katao nasawi nangyaring pagpapasabog suicide bomber shrine dambana bansang pakistan ulat posibleng madagdagan naturang umaabot sugatan insidente naganap pagpapasabog mataong lugar lal shahbaz qalandar shrine bayan sehwan sharif isinasagawa dhamaal tradisyunal surfi dance sinasabing suicide bomber bigla pumasok loob naturang dambana puno tao anu-anong pinasabog
Amasona napuruhan sa bakbakan,,amasona baeng new people army npa female fighter sawi improvised explosive device ied nam cellular phones rekober sunod kipag-sagupa rd infantry battalion troopers bon northern samar noong pebrero antalang report camp agualdo st lt cherry junia anap sagupa sitio cabaywa barangay santander kilala sawg npa bernadette lutao alyas kak sabing asawa rebel leader salvador nord alyas badok sabi junia sagawa combat patrol tropa rd infantry battalion lugar mata grupo nord hantong mutong bakbak,amasona babaeng new people army npa female fighter nasawi improvised explosive device ied naman cellular phones narekober kasunod pakikipag-sagupaan rd infantry battalion troopers bobon northern samar noong pebrero naantalang report camp aguinaldo st lt cherry junia naganap sagupaan sitio cabaywa barangay santander kinilala nasawing npa bernadette lutao alyas kakan sinasabing asawa rebel leader salvador nordan alyas badok sinabi junia nagsasagawa combat patrol tropa rd infantry battalion lugar mamataan grupo nordan humantong minutong bakbakan
"Aid convoy ng military sa Surigao, niratrat ng NPA",,zamboanga city akusa hapon militar rebeldeng new people army npa nambang aid convoy biktima ldol bay mali mono surigao del norte province mdanao sabi army major ezra balagtey spokesman eastern mdanao command niratrat rebelde convoy nitong rtes gabi palit putok subali wala ang ini ulat sugat sawi bilang panig agad kondena militar turang atake condemn strongest terms action npas despite declaration ceasefire ambushed aid convoy deli vered relief goods victims earthquake surigao atrocity armed lawless group added suffering misery people trying recover de vastation brought earthquake hayag balagtey abante rig pabulaa nan nam npa ratang balagtey sabing na militar upang sira rebeldeng grupo tandaang ipag-utos noa temporary ceasefire lawig upang pasok relief aids hapon labas npa proof life sundalong bihag bay colombio sultan kudarat nawag sina sgt solaim calocop pfc samuel garay mahala itigil rescue ope ration posibleng lagay nganib buhay imbestiga npa sundalo ugnay human rights violations unit th infantry battalion dencio madrigal spokesman valent lame command,zamboanga city inakusahan kahapon militar rebeldeng new people army npa pananambang aid convoy biktima lindol bayan mali mono surigao del norte province mindanao sinabi army major ezra balagtey spokesman eastern mindanao command niratrat rebelde convoy nitong martes gabi palitan putok subali wala namang ini ulat sugatan nasawi magkabilang panig agad kinondena militar naturang atake condemn strongest terms action npas despite declaration ceasefire ambushed aid convoy deli vered relief goods victims earthquake surigao atrocity armed lawless group added suffering misery people trying recover de vastation brought earthquake pahayag balagtey abante mariing pinabulaa nan naman npa paratang balagtey sinabing pakana militar upang sira rebeldeng grupo matatandaang ipinag-utos noa temporary ceasefire lalawigan upang makapasok relief aids kahapon naglabas npa proof life sundalong nabihag bayan colombio sultan kudarat nanawagan sina sgt solaiman calocop pfc samuel garay pamahalaan itigil rescue ope ration posibleng malagay nganib buhay iniimbestigahan npa sundalo kaugnay human rights violations unit th infantry battalion dencio madrigal spokesman valentin palamine command
Huwag magbayad ng ransom!,,nawag joint task force sulu anak bihag germ national jurgen ntner anyos kagat ransom demand abu sayyaf group asg tiyak task force payag ibigay ransom demand bandido igiit joint tf sulu army col cirilito sobejana suporta bayar ransom ipayo milya bihag ntner wag sund asg bigay p milyon ransom hingi sabi sobejana sunod bigay ransom gamit bandido depensa ulit-ulit gawa dukot hgi ransom,nanawagan joint task force sulu kaanak bihag german national jurgen kantner -anyos kumagat ransom demand abu sayyaf group asg tiniyak task force papayag ibigay ransom demand bandido iginiit joint tf sulu army col cirilito sobejana sinusuportahan bayaran ransom ipinayo pamilya bihag kantner wag sundin asg pagbibigay p milyon ransom hinihingi sinabi sobejana sinunod pagbibigay ransom gamitin bandido depensa ulit-ulitin gawain pagdukot paghingi ransom
"Al Qaeda member, naharang sa NAIA",,muntik lusut tau bureau immigration bi hinalang miyembro tero ristang al qaeda group pasok bansa higpit bantay dayuhang daratg noy aquo international airport naia bureau immigration bi commissioner jaime morente tagpay tapon balik bansa dayuhang muhammad arif st oras raang datg naia terminal sakay thai airways flight bansang bangkok noong araw lggo pebrero sabing duma immigration counter sabg dayu ipakita saporte biglang labas bi database blacklisted interpol database sama al al qaeda sanction list immigration officers choice exclude posing threat national security risk public safety dagdag bi database labas sabg stani blacklist order ilabas immigration chief ricardo david jr noong setyembre igg miyembro al qaeda,muntik malusutan tauhan bureau immigration bi hinihinalang miyembro tero ristang al qaeda group makapasok bansa mahigpit pagbabantay dayuhang dumarating ninoy aquino international airport naia bureau immigration bi commissioner jaime morente matagumpay naipatapon pabalik bansa dayuhang muhammad arif pakistan oras makaraang dumating naia terminal sakay thai airways flight bansang bangkok noong araw linggo pebrero sinasabing dumaan immigration counter nasabing dayuhan ipinakita pasaporte biglang lumabas bi database blacklisted interpol database kasama pangalan al qaeda sanction list immigration officers choice exclude posing threat national security risk public safety dagdag bi database lumabas nasabing pakistani blacklist order inilabas immigration chief ricardo david jr noong setyembre pagiging miyembro al qaeda
