title,category,content
"Isda,  manok  nagmahal",EC,daraang bagyo sama lagay nahon nitong daang araw bahagyang taas presyo unahg bili rtikular presyo isda manok price monitoring department trade industry dti litaw taas p kada kilo presyo uri isda galunggong p kada kilo p presyo nam manok taas p -p kada kilo dating p kada kilo laro p p wala ang galaw presyo gulay rneng baboy ba presyo baka
KILALANIN!  ANTI-RED TAPE CZAR NI PDIGONG,EC,abot p bilyon kada taon walang kita talamak red tape gobyerno apela senador lawak admistrasyong duterte sakop bawas rekisitos gobyerno kuntento sen ralph recto talaga department finance dof undersecretary gil beltr anti-red tape czar sakop lang bureau internal revenue bureau customs want someone bureaucracy-wide mandate sama national local pati government corporations giit recto tagpay gobyerno mpanya red tape posibleng atili p bilyon kada taon opportunity losses base gawang aral world bank wb noong oktubre incur heavy losses vehicular traffic ganoon slow movement papers senador hayag duda recto payag ibang local government units lgus bawas rekisitos mul kita kada taon beltr finance undersecretary simula noong chief economist pisa itong researcher department noong tapos beltr university philippes school economics noong nag- masters economics university colorado william college ako ulong rodrigo duterte alis red tape gobyerno
"Pagpapasa ng lugi ng Meralco, tutuldukan",EC,isusulong votas rep toby tiangco bawal sa systems loss pribadong power distribution utilities consumers nilalam ihaing house bill tiangco sabg sakalg lusot nukala igg bigat ramg power consumers sang systems loss power utilities salukuyang batas private distribution utilities payag sa consumers systems loss nam pwedeng ipasa rural electric cooperatives saad nukala tiangco tanging rural cooperatives yagang sa system loss salukuyang malib ba porsiyento systems loss ipasa rural cooperatives bawal pataw value added tax
Tapyas oil price,EC,abiso pilipas shell ukol tupad nitong tapyas presyo gasola epektibo alas-sais ngayong aga tupad turang kpanya kada litrong tapyas presyo gasoline wala ang galaw presyo diesel kerosene dulot ano galaw presyo langis world market asahang sunod abiso pang kompanya langis
9-oras brownout sa Bora,EC,oras angapa dilim residente lugar akl rtikular isla boracay tapos ianunsyo national grid corp philippes ngcp ranas oras power interruption abiso ngcp ngayong miyerkules simula power interruption bandang alas-otso aga alas-sgko hapon lugar sakop akelco substation sabg interruption bunsod sagawang preventive maintenance -megavolt power transformer high-voltage equipment boracay substation hotspot correction nam sagawa caticl switching station bukas sunod araw hulyo ranas power interruptions bahagi bela alas-otso aga alas-sais gabi apektado interruption lugar serbisyu iselco-ii roxas san uel substations huwebes wal kuryente siserbisyu iselco- rea mercedes iselco ii uili ilag substations palit poste kuryente lugar
"Regions 2, 4, 10 babahain ng proyekto ""  DPWH",EC,tupad department public works highways dpwh flood-risk management project halaga p milyon cagay river tagolo river imus river frimp-cti regions -a ulat sabi dpwh unified project management office-flood control management cluster upmo-fcmc director trick b gat simul ayos full-scale improvement works buo structural non-structural measures ilang sabg bahagi ilog tukoy japan international cooperation agency jica prayoridad flood-risk mitigation base jica-assisted study magatang preparatory study sector loan disaster risk management republic philippes tukoy cagay river tuguegarao city cagay tagolo river tagolo misamis oriental priority river basins ayus imus river barangay anabu i-g barangay buhay tubig imus city cavite unahg ilog saayos flood-control projects gayund cagay river basin lagy revetments alibago catanggam catanggam spur dike tuguegarao city
P200M sa Grand lotto!,EC,n yo bang multi-milyonaryo lotto aba pila taya loto baka kayo sungkit jackpot grand lotto abot p milyon sunod draw ngayong lunes gabi hulg bola kasi noong sabado gabi wala lad nalo jackpot labas kbasyong      premyo sanang p sungkit jackpot asahang palo p milyon ngayong gabi
"Housing czar, malaking hamon kay VP Leni",EC,trabaho obligasyong atras vice president leni robredo agad nitong tanggap alok ulong rodrigo digong duterte munu housing urban development coordinating council hudcc amado laking hamon titulo housing czar lakg angailang abot-kaya disenteng bahay hirap gayong liit pondo tanggap million houses million families halu- halo merong either victims calamities merong homeless meron yung tira dilapidated houses tira halo aral ba status pisa ba on-going ba tgin target doon end six years least sana ma-satisfy yung backlog backlog klaro yung yung projected roon additional million yata yun angailang laking challenge konti lang nam budget opisa yun liwanag tungkol nam ragdang budget sabi vp leni hirit dagdag pondo samantala tuwa simbahang tolika talaga cabinet post vp leni tiyak man alyado huli tiyak igg asset salukuyang admistrasyon father edw gariguez executive secretary national secretariat social action justice peace nassa catholic bishops conference philippes cbcp tradisyunal pulitiko anda background robredo serbisyo publiko robredo strength need country
30 jobless Pinoy sa Saudi uuwi na,EC,sabik ni-kanilang milya -overseas filipo worker ofws takdang uwi pilipas tapos mawal trabaho tatrabahu saudi arabia ulat rating philippe overseas labor office polo embahada pilipas saudi arabia asa uwi pilipas gawa ngayong buw hulyo tapos polo salukuy silang kipag-ugnay overseas workers welfare administration owwa tanggap pasay city hggil pauwi awa upang ma-process dokento bilis pauwi batid sabg ofw problema pasuk trabaho al arab company al ass agency saudi arabia kpirma polo owwa nabil plane ticket proseso philippe embassy sabg bansa buw abril idulog poy worker fiel demate problema trabaho benepisyo suweldo kompanya tatrabaho lakas loob siyang ilapit polo problema trabaho agad nam aksyun tulung koordasyon tanggap owwa pilipas araw buw hulyo kauwi pilg gawa ni-kanilang milya
Libreng patubig sa magsasaka,EC,lakg tipid kuha saka ilibre bayad tubig sama pondo serbisyong mbansang budget sabatas kongreso taun-taon unahg nilalam senate bill free irrigation services act senador nfilo lacson hangaring bawas gastus liit saka lacson rapat ilibre saka bayad serbisyo tubig anu-anong problema abot huli el phenomenon tama lakg bahagi bansa irrigation basic governmental function easily shouldered state passed farmers banggit lacson sampa turang nukala asa lacson sagot gobyerno tubig saka laki produksyon agrikultura bukod laki kita saka sabi lacson siguro sapat suplay pagka bansa nahon admistrasyon dating ulong joseph estrada ugunitang nsela pataw isf irrigation service fee saka muling bayad national irrigation administration nia upang ano bawi pondong gastos tayo
Wage increase sa gov't workers inilarga,EC,iha senate president franklin drilon nukalang batas upang loob percent average increase milyong state workers loob taon senate bill nukalang salary standardization law iv drilon ntay pribadong kpanya suweldo tatrabaho gobyerno upang gana tatrabaho piece legislation seeks increase base pay covered employees average th month pay raise basic pay ani drilon agad apruba first tranche wage hike igg epektibo january sunod tranche january january apruba suweldo public nurse rank nurse ii salary grade buwanang suweldong p tanggap p kada buw hulg tranche increase tanggap nam minimum basic salary salary grade suweldong p kada buw igg p kada buw enero
"Umento pa more sa gov't workers kapag""?",EC,taong asahang dagdag-sahod empleyado gobyerno sandaling sa nukalang iha bang pulung kongreso tapos muling iha outgoing house speaker feliciano belmonte salary standardization bill bigong tibay lipas kongreso sakalg lusot salary standardization kikabang presidente bise presidente gayun sapi burukrasya bilang gawad philippe national police pnp armed forces philippes afp pang uniformed personnel tranche nukalang bigay ento sl retroactive simul noong enero tagal enero
"Meralco hike, larga",EC,anunsyo hapon munu manila electric company meralco taas kada kilowatt hour sgil kuryente ngayong buw hulyo meralco residential area kokunsumo kwh daragdag p july electricity bill sabi joe zaldarriaga tagapagsalita meralco taas sgil kuryente bunsod adjustment electricity rate generation charge abot percent kada kilowatt hour zaldarriaga taas per kwh sgil wholesale electricity spot market wesm siyang kun enerhiya taas angailang generation capacity bunsod sunud-sunod ranasang yellow alert noong hunyo bilang planta apektu power outages bilao sta rita san lorenzo san gabriel calaca san roque ambulao
Audit order ni Lopez sa mga minahan,EC,pormal naupo department energy doe secretary alfonso cusi tapos isal outgoing secretary zenaida monsada gawang turnover ceremony hapon aga taguig city press conference sabi cusi prayoridad lakas supply kuryente bansa lalo mdanao cusi aral ikokonekta mdanao grid visayas luzon plano ahensyang aral i-convert bata nuclear power plant liquefied natural gas terminal bukod rito aniya buti operasyon coal power plants developing country pilipas renewable energy repasu aniya admistrasyon tama sgil kuryente pang charges konser aniya ilangang energy man munu ahensya laki lihim siyang manager perspektibo konser iral department interior local government denr agad utos secretary gina lopez audit ma bansa unang araw trabaho ilabas order ma buong bansa batay order ulong rodrigo duterte ilangang sund dala department order regional central audit teams denr upang pisa audit mining area pilipas kita labag ma posible anong sara dig lopez bagu mima bansa pakan likas land transportation franchising regulatory board ltfrb bawal late simangot bonggang handa higpit utos department transportation communications dotc secretary arthur tugade sakup tugade bala talpati tapos flag raising ceremony ahensiya imbita ltfrb chairman martin delgra dalo tugade batid algasngas ltfrb corrupt ahensiya mahala bawal aniya arbong handa lalo diriwang araw san aniya suway utos sailalim lifestyle check higpit aniyang bawal fixers ahensiya tugade fixers loob ltfrb yagpag fixers labas tanggap bawal aniyang kialam sang opisyal wani dokento ipoproseso simula tiwali pormal isal puwesto department health doh secretary janette gar igg lihim ahensya bagong secretary ulyn jean ubial gawang turnover ceremony iabot gar bandila doh simbolo sal ngyari bagong lihim sabi gar andang kamay doh muno ubial italaga ulong rodrigo duterte lihim assistant secretary gawar talpati banggit ubial sabi digong laban droga kurapsyon ahensya aniyang tipid wani mahala biyahe yang business class seat eroplano economy kun secretary ubial simulang trabaho doh noong rural health volunteer north cotabato
"Round 2 ng SSS pension  hike, kasado sa Senado",EC,muling iha sen antonio trillanes iv nukulang batas upang dagdag p buwanang pensyon retirees social security system s sabg nukala aproba raang kongreso subalit ibasura nam dating ulong benigno aquo iii veto message liwanag bangkarote s sapit taong senate bill liwanag trillanes taon hulg taas s pension republic act aniya simula sabatas sama taas cost living expenses bansa rampot kuha s pensioners tanda dalasang sakit sapat upang suporta muhay bili pagka gamot rito pensioners retiro tapos sa ra hirap liit pension kuha
‘Wag pagdiskitahan ang mga pampa-byuti — Teachers,EC,palag public school teachers kataw mara act rtylist rep france castro mungkahg pataw dagdag buwis produktong mpaganda nayam castro apektado sabg nukala sakalg tuloy public school teachers make-up trabaho araw-araw tul iyan apektado teachers ani castro sabi batas aniya sahod public school teachers taas mpaganda wasang bil trabaho nam make-up bango lipstick trabaho nam dagdag buwis castro sakalg tuloy sabg nukala palag ano tablado pba rtylist rep aeron sambar dagdag buwis beauty products vanity tax pati health supplement tax tama ano agarbong gadget high-end electronic products buwis mahal siguradong angat buhay sapul ordaryong hig-isang tuka empleyado puru excise tax hike produktong petrolyo tandaang unang nukala bicol rep rodel batocabe buwis kolekta produktong kalam anda gamit bai kundi kala laki isip batocabe malit excise tax produktong petrolyo tupad economic managers ulong rodrigo duterte upang likom pondong gamit itatayong imprastraktura
Bawas singil ngayong buwan — Meralco,EC,anunsiyo hapon manila electric company meralco ba sgil kuryente ngayong buw enero abiso meralco p kada kilowatt hour kwh sgil kuryente enero bill joe zaldarriaga tagapagsalita meralco bawas-sgil bunsod ba generation charge p sentimo aniya bang ba generation charge simula noong oktubre bagama taas transmission charge p ba nam sgil taxes value added tax universal charge franchise tax p gayund pang bayar gaya systems loss charge subsidies feed-in tariff allowance fit-all ba nam p wala nam anong adjustment distribution charge meralco bawas ngil tahanang kukonsumo kwh bawas january bill p p nam bawas bayar kukonsumo kwh p nam kukonsumo kwh p gamit kwh
"Viagra at iba pang food supplements, tataasan ng tax",EC,bukod planong pataw buwis beauty products services isusulong batas taas buwis health supplements sama viagra bicol rtylist rep rodel batocabe multi billion industry health supplements habul mahala halip taw excise tax gasola puru hirap lipana merkado supplements ugat korupsyon tign mahala no taw buwis hayag batocabe sektor ano syadong bantay mahala ihalimbawa batas kpanya unuhol food drugs administration fda apruba health supplement isusulong batocabe vanity tax taw buwis mpaganda gaya hilig poy nose lift liposuction pang beauty services ani nam batikos nukalang batocabe mahal ano beauty services pataw buwis lalong taas presyo subalit buwelta nam batocabe ili publiko taa san buwis produktong petrolyo apekto araw-araw muhay tao buwis produkto serbisyong mpaganda gaanong ramdam yorya pilipo giit andang alternatibo vanity tax nukalang taas excise tax
"Dagdag kontribusyon sa SSS, iaakyat sa SC",EC,wala pang ipa ngamba salukuyang hulog social security system s taas kontribusyon ra ting usapg korte suprema dagdag sgil s mayo press briefing mara hapon isara militanteng grupo ptu laban plano s dagdag kontribus yon abot mayo takp p increase pensyon pensyonado s bay muna rtylist rep carlos zarate bagama saya nilagda ulong rodrigo duterte resolusyon dagdag pensyon mi yembro s tanggap-tanggap nam aniya dagdag kontribusyon miyembro s employers tuwa dagdag kontribusyon nam miyembro s pondo itong dagdag pensyon bay iwala nahon olekta dagdag kontribusyon ani zarate higpit bawal batas bigay ragdagang benepisyo miyem bro social security system s ento pensyon galg bulsa miyem bro senate president pro-tempore franklin drilon s allowed raise premium rates increase benefits giit drilon dating silbg mi yembro board s lihim department labor employment dole noong cory administration senador hayag tapos apruba ulong rodrigo duterte p ento pensyon milyong pensyonado s simula pebrero aproba ento kontribusyon milyong miyembro s simula mayo hakbang drilon labag section republic act
"Singil sa kuryente, mas tataas",EC,kpirma hapon munu manila electric company meralco tupad p kada kilowatt hour kwh dagdag-sgil kuryente buw marso bunga takdang lampaya maintenance shutdown simula ngayong buw joe zaldarriaga tagapagsalita meralco laki impact sara lampaya natural gas facility electricity rates ano supplier power plants bansa buuang generating capacity megawatts porsiyento buuang requirement luzon grid takdang sailalim maintenance shutdown lampaya enero pebrero taya department energy doe electricity rates marso posibleng taas p p kada kwh impact lampaya maintenance shutdown gayunpam aral gawa bawas hikayat doe consumers tipid gamit kuryente
"P1K PENSION HIKE, LARGA NA!",EC,pirma ulong rodrigo duterte p pension hike kada buw pensyunadong miyembro social security system s palit dagdag sgil kontribusyon aktibong miyembro awtomatikong bawas sweldo nire-remit employers sama tapat hulog huli president approved p pension hike month corresponding contribution hike increase monthly salary credit p p presidential spokesperson ernesto abella media briefing laca hapon hapon even thousand peso increase fund life continue contribution rate increase monthly salary credit implemented contribution rate increase implemented percent current percent contribution rate peso value additional total contribution range p p equally shared employer employee proper perspective view s long-term savings expense actively paying s members enjoys benefits specifically six benefits loan privileges abella hakbang aniyang ilalatag sigurong sapat pondo s gitna pension hike unang p dagdag pensyon tanggap sunod buw pebrero nam s president emmanuel dooc next month one month lang po hingi kasi re-computation po konti one month february effect payment additional pension increase hayag dooc miyembro sama nitong taas kontribusyon base monthly salary credit pati voluntary contribution increase want implement year ani dooc sabay liwanag ding apruba ulo dagdag kontribusyon litaw one-time increase kontribusyon tuloy taas taun-taon pension fund needs gradually raise contribution rates percent percent reaches figure s president chief executive emmanuel dooc suggesting index inflation ang ulat abs-cbn sabi nam s chairman amado valdez akibat responsibilidad s pension hike projected next p able implement get favorable results baka abot baka lang able comply next p valdez
Taas-kuryente nakaumang,EC,ang taas sgil kuryente bunsod araw maintenance shutdown lampaya gas field department energy doe aim ensure ulat datg bill simulations po nat labas dagdag pong p per kilowatt hour dagdag po nat yan vat eh labas p per kwh halimbawa po bahay kilowatts po monthly consumption eh dagdag po yan pesos po diy demand side management po yung itutulak nat liwanag doe undersec felix william fuentebella press briefing laca hapon dagdag sgil kuryente ramdam datg electric bill buw marso ngayong taon
Anyare sa bawas tax?,EC,tulak laca dagdag excise tax produktong petrolyo mistulang limut nam nukalang bawas income tax taxpayers nayam tanggap tanong albay rep edcel lagm liderato mara sama economic managers ulong rodrigo duterte plano itong ituloy sabg nukala think discussed committee level wala nam ani lagm nitong malam ano plano mara lasyo nukalang noong agosto iha house deputy speaker miro quimbo mara house bill layong bawas income tax bayar taxpayers lalo gawa base sabg nukala gawa kita p kada taon sahod teacher bayad p income tax rate magi ging p taon bahagi ano tax reform quimbo tupad gobyerno upang tulung taxpayers taas take-home pay kbsi daya buwis bayad
"Exports bumagsak, imports tumaas",EC,bagsak exports sirit nam imports unang taon loob buw talang ba unahg shipments bansa dulot ano hang demand major markets batay data ilabas hapon mahala data philippe statistics authority litaw bagsak exports noong buw nobyembre raang taon kpara growth noong oktubre senyales nam tilg lakas domestic economic activity bansa sirit nam imports taas loob buw dulot taas imported items bakal transport equipment
Ayusin muna ang koleksyon,EC,isulong economic managers ulong rodrigo duterte dagdag buwis lalo excise tax produktong petrolyo ayus muna kolekta gastos tutol house deputy speaker miro quimbo rika ugnay excise tax langis tupad admi nistrasyon pondo ano infrastructure project gobyerno abot p  trilyon lis muna nat sistema kolekta gastos pondo taw napa bigat bagong buwis lalo tama hirap ani quimbo bigo ano collecting agencies bureau internal revenue bir bureau customs boc kolekta target buwis ano dag dag bagong buwis gobyerno kolekta ayos wala aniyang silbi halip hirap ordaryong may
Tax hike sa beauty products dapat!,EC,imbes it buwis produktong petrolyo imungkahi miyembro bang pulung kongreso taas buwis multi-bilyong beauty industry bansa bicol rtylist rep rodel batocabe sakt may philippe beauty industry pataw taas buwis tayang p bilyon beauty industry bansa tilg ungregulated tagal laki anda tao since philippe market observed steady rise beauty cosmetic sales due increased demand among male female consumers developing mindset beauty cosmetic products necessity rather luxury mostly credited aggressive marketing campaigns various platforms ani batocabe batas gawg excise tax kolekta bango kolorete mukha tanging beauty conscious lang s kpara langis s tax hike pet rolyo siguradong dulot taas masahe presyo unahg bili serbisyo publiko kuryente tubig pang basic needs yam kundi hirap
"Gov’t subsidy sa kuryente, ikinakasa",EC,ambang power rate hike hiling kongresista ituloy duterte administration ntawid kuryente program bigay subsidy hirap mbayad kuryente icare rtylist rep carlos uybarreta lakg tulong electric subsidy lalo hirap milya dalas putul supply kuryente gbayad gtaka ganitong agandang programa putol laho hayag uybarretta suhestiyon mam batas bigy mahala p ntawid kuryente subsidy hirap
Planong dagdag buwis sa fuel products,EC,palag agad senador planong taw dagdag buwis produktong petrolyo giit senate minority leader ralph recto fiscal crisis upang bigy twir taw dagdag buwis produktong petrolyo fiscal crisis timing also bad oil prices way improve collection efficiency stop smuggling recto statement tanggap-tanggap senador leila de turang plano malaw dagdag hirap nam publiko acceptable galit ba talaga hirap lagi lang hirap biktima war drugs hirap lang biktima pati ba nam kolekta buwis tanong senador
"Public teachers, nurses nganga sa umento",EC,puyos galit grupo guro akong laban-bawi ulong rodrigo duterte hggil p across-the-board wage increase public school teachers pati nurses ilabas hayag grupong teachers dignity coalition tdc tuligsa guro hayag budget sec benjam diokno tahasang sabi lihim labong tulad wage hike pulis sundalo guro nurse diokno syadong taas competitive sweldo guro turo mpublikong aral labong iprayoridad gobyerno salary hike taga-philippe national police pnp armed forces philippes afp depensa department budget management dbm siguradong obliga gobyerno taas buwis pilit doble suweldo guro nurse naw tdc twir lusot diokno anong favoritism gobyerno ulong duterte pulis militar pabor dbm military pulis asikaso dbm noong disyembre nahon mpanya ulit-ulit ako duterte-cayetano senador alan peter tandem ibigay p ento guro tupad aquo administration anyare nam wa gobyernong hanay guro gayong salalay dunong bukas bansang giit benjo basas national chairman tdc
Taas-buwis namumuro sa Hulyo,EC,dali admistrasyong duterte tibay tax reform package bill upang gayon iral dagdag buwis simula hulyo gustu department finance dof base isite revised tax reform package bill senado tgin nam senate majority leader vicente tito sotto iii yang abut target date yun tiyak sotto target dof taas excise tax produktong petrolyo upang gayon tulong daw bawas problema trapik polusyon metro manila increase excise tax rates petroleum products address negative externalities brought congestion pollution nukala
Presyo ng paputok tumaas,EC,simula hapon lakas benta putok ilaw haba c-arthur highway bocaue bulac raang dagsa imili bagama ramg uri firecrackers taas presyo bunga kulang suplay tapos apektu produksyon month long work stoppage order department labor employment dole operatiba bocaue pnp bureau fire protection bfp traffic enforcers alerto sanhi asa sikip haba c-arthur highway bay bocaue provincial road pasok north luzon expressway nlex sunod oras dagsa imili firecrackers kpirmang damag benta putok fireworks design tda bay bocaue datg amakyaw papu tok fireworks design
Taas-buwis bubulaga sa 2017,EC,itulak senate president aquilo ko pimentel iii tibay tax reform package sunod taon nukala taas bayarang buwis tabay pun walang revenue tapyas income tax yung income tax reform seryoso kongreso giit pimentel plano sunod taon bilib pimentel nukala tapyas income tax abot lang kita lagpas p kada taon tapat itong it pasan laki nam gobyerno bigg buwis petroleum products saky limita exemptions value added tax vat lasyo site revised tax reform package tapos kuntento orihal nukala sabg nukala liwanag taas buwis petroleum products posibleng pigil may bili gamit saky upang bawas problema trapik polusyon increase excise tax rates petroleum products address negative externalities brought congestion pollution nukala
"P150K balikbayan boxes, tax free na",EC,anunsyo bureau customs boc simula araw pasko dis yembre ngayong taon sisgil buwis balikbay boxes overseas filipo workers ofws rgado salubong halaga p k boc acting spokesperson enforcement intelligence ope rations neil anthony estrella nilagda boc department finance dof ngayong buw customs admi nistrative order  alis buwis balikbay boxes qualified filipos abroad qfwa days publication irr considered qfwa ofws filipo citizens residing abroad poys holders student investors tourist visas liwanag boc official
"SSS contribution hike, panira sa good news",EC,marig tul bay muna rep carlos gani zarate suhestiyon cabi net members ngulong rodrigo duterte social security system s member contributions harap tupad p pension hike pensioners grch-like proposal spoils justness providing long awaited pension hike s pensioners liwanag zarate nukala nina finance sec carlos domguez iii budget sec benjam diokno national economic development authority neda director-general ernesto pernia aganap taas s premium tupad pension hike resulta taas liabilities s p trilyon tungong p trilyon igiit zarate ganito nakot aquo administration i-veto dating ulong noynoy aquo s pension hike ngayong apruba ano taas pensyon tamang takut publiko bigay taas kontribusyon
Oil hike inalagwa na nga,EC,lipas lggo muling tupad taas presyo produktong petrolyo kpanya langis bansa epektibo nang hatggabi disyembre una hapon flying v phoenix petroleum pilipas shell taas kada litro gasola kerosene nam diesel epektibo alas- hatggabi sunod ang anunsyo kpanyang ptt ding halaga increase epektibo nang alas-sais aga
Malampaya isasara,EC,anunsiyo hapon manila electric company meralco department e nergy doe pansa talang sara lampaya natural gas facility sunod buw enero resulta wala megawatt suplay kuryente bansa joe zaldarriaga tagapagsalita meralco sara lampaya sagawang maintenance silidad sabi zaldarriaga simula ano maintenance shutdown enero tagal pebrero tiyak nam meralco doe bahala consumer posibleng taas sgil kuryente bunsod turang shutdown handa ano upang was taas electricity rate anong kuhan suplay kuryente wholesale electricity spot market wesm
Bigtime oil hike bago mag-Pasko,EC,araw suma pit pasko ilalarga kpanya langis nibagong dagdag pasan publiko isyal abiso palo  itataas litro diesel  nam kada litro gasola kerosene posibleng ianunsyo price hike ngayong araw tupad ngayong buw disyembre ilang ulit tong halaga petrolyo kpanya langis rason taas presyo angkat krudo world market makail tupad oil companies p dagdag-presyo kada litro gasola diesel wala ibigay garantiya kpanya langis kali tapos taas presyo word market asa ilang serye oil price hike tapos taon
P10M natupok sa Cavite market,EC,tayang p milyon halaga tupok establisiyimento produktong panda rosario public market rosario cavite siklab apoy sado alas- makalawa gabi itaas alarma task force alpha firetruck ibang bay lungsod lawig cavite ratig lungsod pasay tondo sampaloc responde sunog lamon  milihang bay kwento tdera tdero nayam abante simula ano apoy stall analiza marig silang putok bung tda lam plastic products bilis anong kalat apoy stall gawa light materials
P40M smuggled rice inilusot sa pier,EC,tayang abot p milyong halaga smuggled rice vietnam sabat bureau customs boc manila international container port micp iutos customs commissioner nicanor faeldon kpiska container vans lam misdeclared glutinous supplies subalit ilalim siyasat diskubreng lam bigas sabg rgamento datg ano bansa noong lipas nobyembre nobyembre ngayong taon subalit tuklasang kuwestiyunable peles ihahanda boc song misdeclaration misclassification undervaluation broker sabg rgamento labag customs modernization tariff act
Nagbabala sa substandard na bakal,EC,hikayat grupong consumer rights mahala sampa kaso importer pang personalidad ugnay mil yon smuggled bakal mula china ntal subic rodolfo rj javellana jr president united filipo consumers commuters ufcc hinala steel bars substandard posibleng dulot anib publiko posibleng guho gusali sakali gamit contractor day day basis losing around p billion pesos year roughly p million pesos day smuggling activities bureau customs boc collect customs duties taxes correctly used government nation building benefit suffering countrymen liwanag javellana samantala sabi nam federation philippe industries fpi chairman jess arranza anatili grupo igg watchdog kuwestyun anomalyang shipment pasok bansa sado international consumer standard ini hayag arranza kasu department trade industry dti bureau product standards bps niwala yroong kulang bigy import commodity clearance icc importer steel bars subic bay
Pag–amyemda sa Sin tax law balancing act — Rep. Cua,EC,positibo mara pang poy tigil nigarilyo sa sin tax law gaya ano noong unang pataw taas buwis sigarilyo abot tigil nigarilyo ways means committee chairman dakila carlo cua kpiyansa siyang mag ta tagpay layun amyenda sin tax law taas revenue asa hang abot p p b bawas igarilyo tlo protekta buhay local tobacco farmers proposed amend ment sin tax reform act balancing act congress continue country tobacco farming industry promote public health curbing smoking generate revenues hayag cua pabor cua halip unitary tax re-parehong p ibubuwis kete sigarilyo taas buwis sgil premium brands ba lower brand kpara cua buwis sigarilyo imported mercedes-benz owner-type jeep
P1K dagdag SSS pension arangkada na,EC,tanggap retiradong miyembro social security system s dagdag p buwanang pensyon ngayong disyembre tapos apruba mara senado joint resolution s pension hike bill anunsyo unahg y-akda sabg nukalang batas bay muna party-list rep carlos zarate nibagong ento mabuo p itulak dagdag pensyon retiradong miyembro wang senior citizens andang masko ba yan major victory senior citizens filipo people ani zarate ta yang milyong mi yembro kikabang taas s pension simula ngayong buw tuma tanggap lang p pensyon s members trabaho hulog kontribusyon loob taon igg p tanggap igg p nam igg pensyon s members trabaho taon hulog kontribusyon salukuyang p tanggap buwan-buw
Pag-amyenda sa Sin tax pinupursigi,EC,takdang ipasa tlo hulg basa house representative nukalang amyenda sin tax reform act bukod laki kita gobyerno layun nukala protekta liit tobacco farmers gayund limita igarilyo bansa dagdag pataw buwis resulta taas presyo kada stick sigarilyo house ajority leader ilocos norte rep rodolfo f ari chairman house committee rules halagang sabatas nukala taas tax sigarilyo p kada kete cheaper brand p per pack nam high price brand unitary tax system p lang kada kete isip n yo ganito common sense unitary brands pay p per pack flat rate two-tier iyung lower price pay p one pays lakg revenue lider mara liwanag ajority leader base buwis bansa progressive taxation taas taas bayar mahal nam bili mong igarilyo mahal tax igiit nam f ari trabahong buti b ureau internal venue bir siguro kolekta tamang buwis gobyerno
P1.50 taas-presyo sa gasolina,EC,pang big time oil price hike oph tupad oil companies sunod lggo isyal hayag kpanya langis posibleng pu malo p p kada litro itataas produktong petrolyo p kada litro dag dag presyo gasoli p nam dagdag diesel wala pang pal anunsyo oil companies rtes december tupad oil price hike wala abiso roon price adjustment kerosene cooking gas oph bunsod ano galaw presyo produktong petrolyo world market posibleng sund dagdag-presyo sapit pasku bagong taon
Meralco magtataas ng singil,EC,bunsod pagha halaga piso dolyar asa taas sgil kuryente meralco nitong disyembre base hayag meralco kada kilowatt hour p taas sgil patak p kwh translates increase around p total electricity bill household monthly consumption kwh increase month mainly due upward movement generation charge hayag meralco increase resulted mainly significant weakening peso us dollar giit sabing ham bing sgil kuryente nitong buw rate p per kwh noong december tagal taon hang piso palo palit p ba loob taon taas generation charge ngayong buw p per kwh p per kwh noong nobyembre sabi meralco overall rate ngayong buw ba p per kwh
"POWER HIKE, AWATIN N’YO!",EC,anunsyo hapon munu manila electric company meralco posible anong bahagyang taas sgil kuryente yong buw disyembre bay muna rtylist rep carlos zarate agad ipukol energy regulatory commission erc hamon harang bagong sakit publiko bawi ahensya alegasyon tiwali tukoy joe zaldarriaga spokesper son meralco no itataas sgil kuryente sagawa kompyutasyon nilaw taas bunsod ano ba halaga piso kontra dolyar tuloy sipa presyo produktong petrolyo zaldarriaga power plants sgil dolyar apekto presyo sgil ba taas presyo piso nam taas sgil taas presyo produktong petrolyo gamit kuryente possibility slight increase december mainly due peso depreciation fuel price increases zaldarriaga tanggap-tanggap kataw bay muna mara meralco reasoning really absurd foreign exchange fluctuation part one business risks passed consu mers ani zarate tukoy bisyo meralco ipasa consumers gastos pas twirang oil hike bakbak solon sabg besides oil stocks least months old meaning bought lower pri ces increase power rates trying rake profits
VAT-free na ang PWDs,EC,sisgil value added tax vat roon discounts milyong people disabilities pwds buong bansa angailang tapos lagda department social welfare development dswd implementing rules regulations irr republic act ra act expanding benefits privileges persons disability exempts pwds saksi nina sen juan edgardo sonny angara dating leyte congressman martin romualdez pangu nahg y-akda sabg batas signing ceremony irr layun batas a pasa nin ba yang nsan andang masko milya ani angara
"P1.50 oil hike, inilarga",EC,dagdag init ulo motorista p dagdag presyo kada litro gasola epektibo ngayong araw abiso pilipas shell petroleum flying v epektibo alas- nang hatggabi taas p litro gasola p litro diesel p litro kerosene kpanya langis tupad price adjustment bunsod likot galaw lakal world crude market
